track_id,provenance,second_start,second_end,rms_mean_dbfs,rms_peak_dbfs,spectral_centroid_hz,low_20_180_ratio,low_mid_180_2000_ratio,high_2000_10000_ratio,relative_dynamics_band
002,provisional stem mix,52,53,-12.08,-3.39,621.4,0.2611,0.7363,0.0022,f
002,provisional stem mix,53,54,-13.68,-3.43,880.9,0.165,0.8335,0.0014,f
002,provisional stem mix,54,55,-17.18,-5.91,704.5,0.1315,0.8682,0.0003,mp
002,provisional stem mix,55,56,-18.4,-4.11,678.5,0.4327,0.567,0.0002,p
002,provisional stem mix,56,57,-20.38,-6.21,533.6,0.754,0.2455,0.0002,p
002,provisional stem mix,57,58,-16.66,-5.32,634.8,0.3851,0.614,0.0009,mp
002,provisional stem mix,58,59,-22.76,-7.48,847.3,0.4137,0.585,0.0009,pp
002,provisional stem mix,59,60,-20.58,-8.57,589.1,0.7412,0.2581,0.0006,p
002,provisional stem mix,60,61,-17.33,-5.81,860.7,0.1528,0.8446,0.0025,mp
002,provisional stem mix,61,62,-15.99,-6.42,756.2,0.7839,0.2149,0.0009,mf
002,provisional stem mix,62,63,-16.67,-7.33,538.6,0.6524,0.347,0.0002,mp
002,provisional stem mix,63,64,-16.41,-5.12,857.2,0.7437,0.2552,0.001,mp
002,provisional stem mix,64,65,-17.85,-6.67,753.5,0.3952,0.6036,0.0009,mp
002,provisional stem mix,65,66,-13.36,-3.15,532.0,0.8043,0.1953,0.0001,f
002,provisional stem mix,66,67,-16.86,-5.0,885.5,0.7303,0.2686,0.0004,mp
002,provisional stem mix,67,68,-15.51,-5.87,479.4,0.8453,0.1542,0.0,mf
002,provisional stem mix,68,69,-14.91,-4.2,677.0,0.3167,0.6818,0.0014,f
002,provisional stem mix,69,70,-18.13,-5.86,733.7,0.3769,0.6222,0.0005,mp
002,provisional stem mix,70,71,-15.41,-3.61,658.5,0.4056,0.5932,0.0009,mf
002,provisional stem mix,71,72,-15.12,-3.73,632.8,0.5467,0.4522,0.0009,f
002,provisional stem mix,72,73,-14.16,-3.57,687.6,0.5264,0.4725,0.001,f
002,provisional stem mix,73,74,-14.98,-5.12,611.1,0.7306,0.2688,0.0003,f
002,provisional stem mix,74,75,-16.66,-4.97,795.8,0.5529,0.4448,0.0022,mp
002,provisional stem mix,75,76,-17.63,-5.92,731.4,0.4645,0.5352,0.0002,mp
002,provisional stem mix,76,77,-17.26,-5.9,619.9,0.5264,0.4735,0.0001,mp
002,provisional stem mix,77,78,-23.76,-12.19,647.0,0.2242,0.7757,0.0001,pp
002,provisional stem mix,78,79,-23.96,-9.89,1106.9,0.0617,0.9357,0.0025,pp
002,provisional stem mix,79,80,-17.04,-7.22,845.1,0.3974,0.6022,0.0002,mp
002,provisional stem mix,80,81,-15.67,-4.0,717.8,0.5447,0.4547,0.0001,mf
002,provisional stem mix,81,82,-14.94,-5.44,510.8,0.6703,0.3287,0.0006,f
002,provisional stem mix,82,83,-15.93,-5.51,564.0,0.6807,0.3185,0.0006,mf
002,provisional stem mix,83,84,-14.07,-3.26,625.1,0.306,0.6928,0.0011,f
002,provisional stem mix,84,85,-17.05,-4.01,617.0,0.5241,0.4755,0.0003,mp
002,provisional stem mix,85,86,-17.25,-4.96,502.8,0.6721,0.3272,0.0002,mp
002,provisional stem mix,86,87,-14.95,-4.7,555.9,0.6521,0.3473,0.0005,f
002,provisional stem mix,87,88,-15.2,-4.27,726.2,0.5893,0.4097,0.0009,mf
002,provisional stem mix,88,89,-16.09,-4.37,700.2,0.3977,0.6018,0.0005,mf
002,provisional stem mix,89,90,-17.93,-5.82,697.4,0.3124,0.6852,0.0019,mp
002,provisional stem mix,90,91,-21.41,-8.95,674.5,0.6369,0.3619,0.0003,p
002,provisional stem mix,91,92,-22.99,-11.23,506.7,0.2797,0.7198,0.0004,pp
002,provisional stem mix,92,93,-18.45,-9.45,833.8,0.0004,0.9991,0.0005,p
002,provisional stem mix,93,94,-21.08,-9.35,883.2,0.2989,0.7004,0.0006,p
002,provisional stem mix,94,95,-24.54,-12.59,674.5,0.0118,0.9881,0.0,pp
002,provisional stem mix,95,96,-18.37,-6.41,678.2,0.4054,0.5938,0.0007,p
002,provisional stem mix,96,97,-17.35,-4.72,803.0,0.6454,0.354,0.0004,mp
002,provisional stem mix,97,98,-16.84,-3.65,797.7,0.2746,0.7239,0.0014,mp
002,provisional stem mix,98,99,-15.55,-5.47,732.0,0.5619,0.4373,0.0007,mf
002,provisional stem mix,99,100,-17.45,-5.9,949.4,0.528,0.4715,0.0004,mp
002,provisional stem mix,100,101,-17.33,-6.43,1232.1,0.1432,0.8551,0.0015,mp
002,provisional stem mix,101,102,-18.23,-6.44,951.9,0.5877,0.4114,0.0008,p
002,provisional stem mix,102,103,-17.11,-5.42,718.5,0.5521,0.4477,0.0001,mp
002,provisional stem mix,103,104,-20.18,-7.05,886.9,0.6614,0.337,0.0006,p
002,provisional stem mix,104,105,-16.4,-7.03,748.8,0.9307,0.0686,0.0002,mp
002,provisional stem mix,105,106,-17.09,-6.95,422.2,0.8434,0.1565,0.0,mp
002,provisional stem mix,106,107,-16.04,-6.13,745.3,0.2776,0.7205,0.0016,mf
002,provisional stem mix,107,108,-20.27,-6.06,852.6,0.37,0.6277,0.0016,p
002,provisional stem mix,108,109,-18.33,-8.24,693.6,0.5551,0.4445,0.0002,p
002,provisional stem mix,109,110,-16.16,-5.15,586.5,0.6632,0.3366,0.0001,mf
002,provisional stem mix,110,111,-16.34,-7.3,552.1,0.7808,0.2187,0.0002,mp
002,provisional stem mix,111,112,-16.0,-7.41,485.1,0.8986,0.1009,0.0001,mf
002,provisional stem mix,112,113,-16.88,-7.9,328.7,0.8897,0.1101,0.0,mp
002,provisional stem mix,113,114,-15.33,-4.42,818.3,0.0385,0.9604,0.0008,mf
002,provisional stem mix,114,115,-18.53,-7.27,793.7,0.4917,0.5069,0.0013,p
002,provisional stem mix,115,116,-15.9,-4.87,634.4,0.8091,0.1898,0.0007,mf
002,provisional stem mix,116,117,-18.68,-7.05,1051.1,0.6702,0.3273,0.0013,p
002,provisional stem mix,117,118,-17.36,-5.47,796.9,0.5109,0.4883,0.0005,mp
002,provisional stem mix,118,119,-17.93,-6.69,582.4,0.6995,0.3001,0.0003,mp
002,provisional stem mix,119,120,-17.16,-5.97,874.0,0.1498,0.8497,0.0004,mp
002,provisional stem mix,120,121,-18.72,-7.44,787.0,0.2428,0.7563,0.0008,p
002,provisional stem mix,121,122,-14.18,-5.16,601.9,0.6974,0.3021,0.0004,f
002,provisional stem mix,122,123,-14.79,-4.56,718.5,0.5674,0.4321,0.0003,f
002,provisional stem mix,123,124,-16.86,-6.51,824.5,0.4571,0.5416,0.0007,mp
002,provisional stem mix,124,125,-15.69,-5.7,608.1,0.5771,0.4221,0.0003,mf
002,provisional stem mix,125,126,-14.93,-3.54,714.1,0.3628,0.6369,0.0003,f
002,provisional stem mix,126,127,-15.99,-5.24,747.8,0.4219,0.5773,0.0006,mf
002,provisional stem mix,127,128,-14.36,-5.23,543.1,0.7122,0.287,0.0005,f
002,provisional stem mix,128,129,-15.58,-7.12,514.4,0.795,0.2044,0.0002,mf
002,provisional stem mix,129,130,-16.3,-5.07,730.4,0.3618,0.6361,0.002,mp
002,provisional stem mix,130,131,-14.86,-5.39,735.4,0.3973,0.601,0.0015,f
002,provisional stem mix,131,132,-16.72,-6.12,616.7,0.5211,0.4779,0.0007,mp
002,provisional stem mix,132,133,-17.0,-6.44,705.1,0.4743,0.5247,0.0008,mp
002,provisional stem mix,133,134,-14.49,-6.74,410.5,0.9038,0.0958,0.0001,f
002,provisional stem mix,134,135,-14.41,-4.85,561.2,0.5626,0.4365,0.0007,f
002,provisional stem mix,135,136,-15.36,-4.93,838.5,0.3306,0.6679,0.0012,mf
002,provisional stem mix,136,137,-15.83,-7.08,574.8,0.5628,0.4367,0.0002,mf
002,provisional stem mix,137,138,-16.61,-6.08,579.4,0.358,0.6413,0.0006,mp
002,provisional stem mix,138,139,-16.0,-4.63,838.8,0.5174,0.4797,0.0025,mf
002,provisional stem mix,139,140,-14.62,-6.57,608.4,0.8555,0.1437,0.0004,f
002,provisional stem mix,140,141,-15.65,-5.47,655.9,0.7974,0.1993,0.0031,mf
002,provisional stem mix,141,142,-14.06,-4.75,724.9,0.5343,0.4647,0.001,f
002,provisional stem mix,142,143,-15.78,-5.45,708.7,0.5033,0.4961,0.0006,mf
002,provisional stem mix,143,144,-16.48,-5.56,522.4,0.7066,0.2927,0.0003,mp
002,provisional stem mix,144,145,-15.17,-4.92,654.5,0.481,0.5172,0.0013,mf
002,provisional stem mix,145,146,-13.6,-4.48,588.7,0.5464,0.4525,0.0008,f
002,provisional stem mix,146,147,-14.36,-4.9,797.9,0.267,0.7317,0.0012,f
002,provisional stem mix,147,148,-15.17,-4.22,842.3,0.5133,0.4856,0.0011,mf
002,provisional stem mix,148,149,-18.95,-6.76,801.0,0.7953,0.204,0.0006,p
002,provisional stem mix,149,150,-21.63,-4.76,909.5,0.8605,0.1392,0.0002,p
002,provisional stem mix,150,151,-19.68,-7.9,756.7,0.0143,0.9853,0.0004,p
002,provisional stem mix,151,152,-28.01,-16.85,888.7,0.001,0.9988,0.0001,pp
002,provisional stem mix,152,153,-28.13,-14.83,782.0,0.0107,0.9893,0.0,pp
002,provisional stem mix,153,154,-22.62,-9.82,835.3,0.0473,0.9517,0.001,p
002,provisional stem mix,154,155,-20.2,-7.6,905.9,0.0093,0.9897,0.0009,p
002,provisional stem mix,155,156,-23.99,-13.33,762.2,0.0088,0.9911,0.0001,pp
002,provisional stem mix,156,157,-24.59,-12.11,837.6,0.008,0.9913,0.0007,pp
002,provisional stem mix,157,158,-18.53,-5.99,728.1,0.0007,0.9982,0.0011,p
002,provisional stem mix,158,159,-16.08,-6.27,729.0,0.0548,0.9446,0.0006,mf
002,provisional stem mix,159,160,-16.88,-6.28,957.1,0.0337,0.9645,0.0017,mp
002,provisional stem mix,160,161,-24.2,-10.66,1187.8,0.3275,0.6716,0.0007,pp
002,provisional stem mix,161,162,-19.5,-7.4,682.5,0.1891,0.8107,0.0002,p
002,provisional stem mix,162,163,-16.16,-6.41,748.9,0.1908,0.8088,0.0004,mf
002,provisional stem mix,163,164,-16.19,-6.13,781.2,0.169,0.83,0.0009,mf
002,provisional stem mix,164,165,-17.38,-7.87,563.1,0.2079,0.7917,0.0003,mp
002,provisional stem mix,165,166,-15.73,-5.07,679.8,0.1799,0.819,0.0011,mf
002,provisional stem mix,166,167,-13.33,-4.44,616.0,0.6403,0.3589,0.0006,f
002,provisional stem mix,167,168,-13.31,-4.92,602.5,0.7089,0.2907,0.0002,f
002,provisional stem mix,168,169,-13.59,-4.19,672.4,0.3909,0.6072,0.0018,f
002,provisional stem mix,169,170,-14.4,-4.45,605.2,0.6765,0.3232,0.0002,f
002,provisional stem mix,170,171,-18.55,-7.63,478.7,0.7899,0.2098,0.0001,p
002,provisional stem mix,171,172,-20.06,-10.09,451.2,0.1793,0.8206,0.0,p
002,provisional stem mix,172,173,-24.06,-11.93,712.0,0.116,0.8834,0.0005,pp
002,provisional stem mix,173,174,-31.38,-20.0,885.1,0.2558,0.6726,0.0715,pp
002,provisional stem mix,174,175,-19.49,-7.7,719.0,0.0037,0.995,0.0012,p
002,provisional stem mix,175,176,-22.37,-9.55,986.5,0.2587,0.737,0.0034,p
002,provisional stem mix,176,177,-20.45,-5.26,637.9,0.6743,0.3248,0.0003,p
002,provisional stem mix,177,178,-16.45,-6.54,583.8,0.3332,0.6657,0.001,mp
002,provisional stem mix,178,179,-18.66,-8.81,510.7,0.7611,0.2385,0.0001,p
002,provisional stem mix,179,180,-16.59,-5.92,698.1,0.3723,0.6268,0.0009,mp
002,provisional stem mix,180,181,-16.36,-4.67,653.0,0.2436,0.7556,0.0008,mp
002,provisional stem mix,181,182,-20.69,-7.19,592.3,0.3423,0.6568,0.0006,p
002,provisional stem mix,182,183,-19.64,-8.12,523.6,0.5977,0.4014,0.0005,p
002,provisional stem mix,183,184,-14.79,-4.17,540.7,0.4595,0.54,0.0003,f
002,provisional stem mix,184,185,-16.26,-6.81,621.5,0.7588,0.2407,0.0004,mf
002,provisional stem mix,185,186,-16.83,-5.98,670.0,0.468,0.5313,0.0006,mp
002,provisional stem mix,186,187,-15.34,-5.49,708.7,0.197,0.8024,0.0006,mf
002,provisional stem mix,187,188,-17.41,-6.79,620.1,0.9136,0.086,0.0001,mp
002,provisional stem mix,188,189,-17.51,-6.6,531.6,0.736,0.2637,0.0001,mp
002,provisional stem mix,189,190,-21.07,-10.91,776.0,0.0006,0.9992,0.0002,p
002,provisional stem mix,190,191,-19.85,-9.37,900.5,0.0002,0.9996,0.0002,p
002,provisional stem mix,191,192,-16.56,-6.83,584.3,0.7159,0.284,0.0001,mp
002,provisional stem mix,192,193,-17.77,-6.85,477.3,0.8994,0.0999,0.0001,mp
002,provisional stem mix,193,194,-16.92,-4.4,503.3,0.7559,0.2435,0.0002,mp
002,provisional stem mix,194,195,-15.94,-6.49,524.8,0.9074,0.0923,0.0001,mf
002,provisional stem mix,195,196,-15.62,-6.13,501.5,0.3458,0.6538,0.0001,mf
002,provisional stem mix,196,197,-15.36,-5.14,555.9,0.5154,0.4843,0.0002,mf
002,provisional stem mix,197,198,-16.46,-6.25,573.4,0.8107,0.1891,0.0001,mp
002,provisional stem mix,198,199,-14.22,-3.97,707.5,0.3989,0.6005,0.0005,f
002,provisional stem mix,199,200,-19.58,-8.12,505.9,0.7087,0.2911,0.0,p
002,provisional stem mix,200,201,-21.88,-8.93,512.3,0.3397,0.6601,0.0001,p
002,provisional stem mix,201,202,-19.97,-11.25,368.8,0.8384,0.1614,0.0,p
002,provisional stem mix,202,203,-19.69,-8.68,380.5,0.4284,0.5715,0.0,p
002,provisional stem mix,203,204,-19.17,-7.47,841.8,0.0575,0.941,0.0014,p
002,provisional stem mix,204,205,-25.81,-13.54,798.3,0.0757,0.9229,0.0014,pp
002,provisional stem mix,205,206,-28.3,-19.45,450.0,0.1884,0.8115,0.0001,pp
002,provisional stem mix,206,207,-31.58,-20.5,384.2,0.6862,0.3134,0.0002,pp
002,provisional stem mix,207,208,-31.69,-20.62,346.5,0.8831,0.1166,0.0002,pp
002,provisional stem mix,208,209,-36.9,-26.76,318.4,0.946,0.0535,0.0001,pp
002,provisional stem mix,209,210,-16.68,-6.6,367.1,0.998,0.0019,0.0,mp
002,provisional stem mix,210,211,-43.51,-32.38,1053.1,0.9906,0.0072,0.0003,pp
002,provisional stem mix,211,212,-77.74,-63.21,2064.6,0.2373,0.0112,0.0041,pp
002,provisional stem mix,212,212.92,-79.65,-67.11,1669.5,0.0035,0.003,0.0043,pp
